issue_id,issue_type,status,priority,assignee_id,assignee_name,assignee_email,created_at,resolved_at,resolution_hours,sla_expected_hours,is_sla_met
JIRA-0404,Bug,Done,Low,u005,Adyna,adyna@fasttrack.com,2025-10-09 00:09:31+00:00,2025-10-10 19:09:31+00:00,43.0,120,True
JIRA-0405,Story,Resolved,High,u005,Adyna,adyna@fasttrack.com,2026-01-28 14:57:42+00:00,2026-01-29 00:57:42+00:00,10.0,24,True
JIRA-0407,Task,Resolved,High,u005,Adyna,adyna@fasttrack.com,2026-01-15 16:24:49+00:00,2026-01-15 22:24:49+00:00,6.0,24,True
JIRA-0408,Bug,Done,High,u005,Adyna,adyna@fasttrack.com,2025-11-19 16:04:31+00:00,2025-11-20 10:04:31+00:00,8.0,24,True
JIRA-0409,Task,Done,Low,u004,Francinne,francinne@fasttrack.com,2025-08-28 08:41:49+00:00,2025-08-29 13:41:49+00:00,29.0,120,True
JIRA-0410,Task,Resolved,High,u004,Francinne,francinne@fasttrack.com,2025-02-26 17:22:08+00:00,2025-02-26 22:22:08+00:00,5.0,24,True
JIRA-0412,Story,Done,High,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-05-20 19:05:42+00:00,2025-05-21 23:05:42+00:00,28.0,24,False
JIRA-0413,Task,Resolved,Low,u004,Francinne,francinne@fasttrack.com,2025-11-23 12:06:52+00:00,2025-11-28 11:06:52+00:00,107.0,120,True
JIRA-0414,Bug,Done,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-04-14 07:06:34+00:00,2025-04-18 06:06:34+00:00,89.0,72,False
JIRA-0415,Story,Resolved,High,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-11-02 07:08:38+00:00,2025-11-03 03:08:38+00:00,3.0,24,True
JIRA-0416,Story,Resolved,High,u004,Francinne,francinne@fasttrack.com,2025-01-18 15:49:01+00:00,2025-01-19 04:49:01+00:00,0.0,24,True
JIRA-0417,Task,Done,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-10-22 14:13:32+00:00,2025-10-26 00:13:32+00:00,58.0,120,True
JIRA-0419,Bug,Done,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-01-13 03:39:31+00:00,2025-01-16 16:39:31+00:00,85.0,120,True
JIRA-0420,Bug,Done,High,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-12-13 18:15:52+00:00,2025-12-14 17:15:52+00:00,0.0,24,True
JIRA-0422,Task,Resolved,High,u005,Adyna,adyna@fasttrack.com,2025-02-13 20:11:35+00:00,2025-02-14 04:11:35+00:00,8.0,24,True
JIRA-0423,Story,Resolved,High,u005,Adyna,adyna@fasttrack.com,2025-09-05 16:47:44+00:00,2025-09-06 14:47:44+00:00,8.0,24,True
JIRA-0424,Bug,Done,Medium,u005,Adyna,adyna@fasttrack.com,2025-04-22 06:34:04+00:00,2025-04-26 06:34:04+00:00,90.0,72,False
JIRA-0425,Story,Done,Medium,u005,Adyna,adyna@fasttrack.com,2025-02-17 08:19:57+00:00,2025-02-20 19:19:57+00:00,83.0,72,False
JIRA-0426,Bug,Resolved,High,u004,Francinne,francinne@fasttrack.com,2025-11-28 19:35:45+00:00,2025-11-29 16:35:45+00:00,5.0,24,True
JIRA-0427,Story,Resolved,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-10-24 01:14:14+00:00,2025-10-27 08:14:14+00:00,31.0,72,True
JIRA-0428,Story,Done,Medium,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-08-21 22:19:36+00:00,2025-08-24 10:19:36+00:00,26.0,72,True
JIRA-0429,Task,Done,Medium,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-06-25 00:43:36+00:00,2025-06-27 02:43:36+00:00,50.0,72,True
JIRA-0430,Bug,Done,High,u005,Adyna,adyna@fasttrack.com,2025-11-20 12:16:09+00:00,2025-11-21 09:16:09+00:00,9.0,24,True
JIRA-0431,Task,Done,Medium,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-06-07 22:28:17+00:00,2025-06-10 04:28:17+00:00,28.0,72,True
JIRA-0433,Story,Resolved,Medium,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-01-31 17:13:11+00:00,2025-02-01 14:13:11+00:00,7.0,72,True
JIRA-0434,Task,Resolved,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-06-18 13:28:52+00:00,2025-06-24 15:28:52+00:00,74.0,120,True
JIRA-0435,Story,Resolved,Medium,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-01-12 21:50:27+00:00,2025-01-14 12:50:27+00:00,36.0,72,True
JIRA-0436,Story,Resolved,High,u005,Adyna,adyna@fasttrack.com,2026-01-07 23:43:55+00:00,2026-01-08 10:43:55+00:00,11.0,24,True
JIRA-0437,Task,Done,High,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-07-05 21:27:08+00:00,2025-07-06 18:27:08+00:00,0.0,24,True
JIRA-0438,Task,Done,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-10-07 01:05:00+00:00,2025-10-09 04:05:00+00:00,51.0,72,True
JIRA-0439,Task,Resolved,Low,u004,Francinne,francinne@fasttrack.com,2025-12-28 22:56:43+00:00,2025-12-30 23:56:43+00:00,47.0,120,True
JIRA-0440,Bug,Done,High,u005,Adyna,adyna@fasttrack.com,2025-11-18 12:13:03+00:00,2025-11-18 17:13:03+00:00,5.0,24,True
JIRA-0442,Task,Resolved,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-08-18 06:46:59+00:00,2025-08-20 21:46:59+00:00,63.0,120,True
JIRA-0443,Story,Done,High,u005,Adyna,adyna@fasttrack.com,2025-07-10 20:44:22+00:00,2025-07-11 15:44:22+00:00,19.0,24,True
JIRA-0444,Bug,Done,Low,u004,Francinne,francinne@fasttrack.com,2026-01-15 12:33:26+00:00,2026-01-21 17:33:26+00:00,101.0,120,True
JIRA-0445,Task,Resolved,Low,u005,Adyna,adyna@fasttrack.com,2025-05-12 11:20:29+00:00,2025-05-14 22:20:29+00:00,59.0,120,True
JIRA-0446,Bug,Resolved,High,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-02-15 14:50:41+00:00,2025-02-16 10:50:41+00:00,0.0,24,True
JIRA-0448,Story,Done,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-04-28 07:23:48+00:00,2025-04-29 09:23:48+00:00,26.0,120,True
JIRA-0449,Bug,Done,Medium,u004,Francinne,francinne@fasttrack.com,2026-01-11 07:34:41+00:00,2026-01-15 07:34:41+00:00,79.0,72,False
JIRA-0450,Story,Done,High,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-11-16 11:54:20+00:00,2025-11-16 15:54:20+00:00,0.0,24,True
JIRA-0451,Story,Done,Low,u005,Adyna,adyna@fasttrack.com,2025-08-11 16:15:42+00:00,2025-08-12 20:15:42+00:00,28.0,120,True
JIRA-0452,Story,Done,Low,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-05-20 05:46:34+00:00,2025-05-22 08:46:34+00:00,51.0,120,True
JIRA-0453,Task,Done,High,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-07-16 01:24:58+00:00,2025-07-17 07:24:58+00:00,30.0,24,False
JIRA-0455,Story,Resolved,High,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-06-25 10:17:03+00:00,2025-06-25 23:17:03+00:00,13.0,24,True
JIRA-0456,Task,Resolved,Low,u004,Francinne,francinne@fasttrack.com,2025-03-14 14:58:32+00:00,2025-03-19 21:58:32+00:00,79.0,120,True
JIRA-0457,Task,Done,Low,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-01-08 08:09:50+00:00,2025-01-11 03:09:50+00:00,64.0,120,True
JIRA-0458,Story,Resolved,Medium,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-09-15 07:19:54+00:00,2025-09-18 19:19:54+00:00,84.0,72,False
JIRA-0459,Bug,Done,High,u001,Matheus Malta,matheus.malta@fasttrack.com,2026-01-05 07:58:04+00:00,2026-01-05 19:58:04+00:00,12.0,24,True
JIRA-0460,Bug,Resolved,Low,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-01-26 13:20:01+00:00,2025-01-29 10:20:01+00:00,58.0,120,True
JIRA-0461,Bug,Done,High,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-11-06 08:46:33+00:00,2025-11-06 14:46:33+00:00,6.0,24,True
JIRA-0462,Story,Done,Low,u004,Francinne,francinne@fasttrack.com,2025-10-30 06:24:17+00:00,2025-11-03 18:24:17+00:00,60.0,120,True
JIRA-0463,Bug,Resolved,High,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-03-02 21:59:53+00:00,2025-03-03 17:59:53+00:00,0.0,24,True
JIRA-0464,Story,Done,High,u005,Adyna,adyna@fasttrack.com,2025-03-01 01:04:58+00:00,2025-03-01 15:04:58+00:00,0.0,24,True
JIRA-0465,Task,Done,Low,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-09-11 12:06:06+00:00,2025-09-12 19:06:06+00:00,31.0,120,True
JIRA-0466,Story,Done,Medium,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-10-19 14:27:59+00:00,2025-10-22 09:27:59+00:00,57.0,72,True
JIRA-0467,Story,Resolved,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-03-08 13:27:14+00:00,2025-03-12 16:27:14+00:00,64.0,120,True
JIRA-0472,Bug,Done,Medium,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-11-13 22:29:41+00:00,2025-11-14 23:29:41+00:00,25.0,72,True
JIRA-0473,Task,Done,Medium,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-09-09 23:49:10+00:00,2025-09-12 12:49:10+00:00,61.0,72,True
JIRA-0474,Story,Done,Medium,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-03-07 18:54:48+00:00,2025-03-11 05:54:48+00:00,35.0,72,True
JIRA-0476,Bug,Done,Medium,u001,Matheus Malta,matheus.malta@fasttrack.com,2026-01-19 00:29:47+00:00,2026-01-20 06:29:47+00:00,30.0,72,True
JIRA-0477,Task,Done,Medium,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-08-21 19:47:13+00:00,2025-08-24 20:47:13+00:00,29.0,72,True
JIRA-0478,Bug,Resolved,Medium,u005,Adyna,adyna@fasttrack.com,2026-01-21 02:25:38+00:00,2026-01-24 18:25:38+00:00,70.0,72,True
JIRA-0480,Task,Resolved,Medium,u004,Francinne,francinne@fasttrack.com,2025-10-23 01:39:43+00:00,2025-10-25 07:39:43+00:00,47.0,72,True
JIRA-0481,Story,Resolved,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-04-16 17:32:38+00:00,2025-04-18 19:32:38+00:00,31.0,72,True
JIRA-0482,Task,Done,Low,u004,Francinne,francinne@fasttrack.com,2025-09-02 00:48:03+00:00,2025-09-04 21:48:03+00:00,69.0,120,True
JIRA-0483,Task,Resolved,Medium,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2026-01-17 09:02:22+00:00,2026-01-20 22:02:22+00:00,46.0,72,True
JIRA-0484,Story,Done,Medium,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-11-02 04:50:30+00:00,2025-11-04 14:50:30+00:00,38.0,72,True
JIRA-0485,Bug,Done,High,u005,Adyna,adyna@fasttrack.com,2025-05-20 18:05:10+00:00,2025-05-21 19:05:10+00:00,25.0,24,False
JIRA-0486,Story,Done,Low,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-06-12 20:07:45+00:00,2025-06-18 12:07:45+00:00,88.0,120,True
JIRA-0487,Bug,Resolved,High,u004,Francinne,francinne@fasttrack.com,2025-11-14 18:57:07+00:00,2025-11-15 19:57:07+00:00,6.0,24,True
JIRA-0488,Task,Done,Low,u004,Francinne,francinne@fasttrack.com,2025-07-16 06:19:40+00:00,2025-07-18 21:19:40+00:00,63.0,120,True
JIRA-0489,Story,Done,High,u004,Francinne,francinne@fasttrack.com,2026-01-08 05:34:56+00:00,2026-01-09 03:34:56+00:00,22.0,24,True
JIRA-0490,Story,Resolved,Low,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-11-21 21:41:24+00:00,2025-11-23 06:41:24+00:00,3.0,120,True
JIRA-0491,Story,Done,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-03-08 00:10:41+00:00,2025-03-10 03:10:41+00:00,3.0,120,True
JIRA-0492,Task,Done,Low,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-02-04 09:45:00+00:00,2025-02-09 15:45:00+00:00,87.0,120,True
JIRA-0494,Task,Done,Low,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-06-21 16:19:48+00:00,2025-06-27 10:19:48+00:00,106.0,120,True
JIRA-0495,Bug,Resolved,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2026-01-24 17:21:30+00:00,2026-01-26 00:21:30+00:00,0.0,72,True
JIRA-0498,Task,Done,High,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-09-28 12:47:17+00:00,2025-09-29 07:47:17+00:00,7.0,24,True
JIRA-0499,Bug,Resolved,Low,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-09-05 16:54:12+00:00,2025-09-07 09:54:12+00:00,8.0,120,True
JIRA-0501,Story,Resolved,High,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-07-09 10:52:00+00:00,2025-07-10 06:52:00+00:00,6.0,24,True
JIRA-0502,Task,Done,High,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-11-28 04:06:04+00:00,2025-11-28 22:06:04+00:00,18.0,24,True
JIRA-0504,Task,Resolved,Low,u005,Adyna,adyna@fasttrack.com,2025-06-03 06:23:38+00:00,2025-06-09 01:23:38+00:00,91.0,120,True
JIRA-0506,Bug,Resolved,Low,u005,Adyna,adyna@fasttrack.com,2025-02-18 14:16:22+00:00,2025-02-20 16:16:22+00:00,50.0,120,True
JIRA-0507,Story,Done,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-12-22 09:21:29+00:00,2025-12-23 11:21:29+00:00,26.0,72,True
JIRA-0508,Story,Done,Medium,u004,Francinne,francinne@fasttrack.com,2025-09-01 10:16:33+00:00,2025-09-05 02:16:33+00:00,88.0,72,False
JIRA-0509,Story,Done,Medium,u004,Francinne,francinne@fasttrack.com,2025-09-28 05:47:07+00:00,2025-09-30 14:47:07+00:00,38.0,72,True
JIRA-0510,Bug,Resolved,High,u005,Adyna,adyna@fasttrack.com,2025-08-20 00:46:24+00:00,2025-08-20 23:46:24+00:00,23.0,24,True
JIRA-0513,Task,Done,Medium,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-10-26 00:52:19+00:00,2025-10-28 18:52:19+00:00,42.0,72,True
JIRA-0514,Task,Done,Low,u004,Francinne,francinne@fasttrack.com,2025-05-15 13:19:50+00:00,2025-05-18 07:19:50+00:00,35.0,120,True
JIRA-0516,Task,Resolved,Medium,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2026-01-12 09:45:54+00:00,2026-01-13 14:45:54+00:00,29.0,72,True
JIRA-0517,Task,Done,Low,u004,Francinne,francinne@fasttrack.com,2026-01-20 10:54:24+00:00,2026-01-25 18:54:24+00:00,86.0,120,True
JIRA-0518,Story,Resolved,Low,u001,Matheus Malta,matheus.malta@fasttrack.com,2026-01-15 14:01:09+00:00,2026-01-18 08:01:09+00:00,34.0,120,True
JIRA-0519,Task,Resolved,High,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-06-21 06:58:04+00:00,2025-06-21 19:58:04+00:00,0.0,24,True
JIRA-0520,Story,Done,High,u004,Francinne,francinne@fasttrack.com,2025-05-11 15:38:33+00:00,2025-05-12 19:38:33+00:00,19.0,24,True
JIRA-0521,Story,Resolved,Low,u001,Matheus Malta,matheus.malta@fasttrack.com,2026-01-20 17:18:35+00:00,2026-01-27 03:18:35+00:00,106.0,120,True
JIRA-0522,Story,Done,High,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-10-12 22:47:56+00:00,2025-10-13 19:47:56+00:00,19.0,24,True
JIRA-0523,Task,Done,Medium,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-11-27 05:27:28+00:00,2025-11-28 06:27:28+00:00,25.0,72,True
JIRA-0524,Task,Done,High,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-09-28 17:56:44+00:00,2025-09-29 23:56:44+00:00,23.0,24,True
JIRA-0525,Story,Resolved,High,u005,Adyna,adyna@fasttrack.com,2025-07-04 00:59:40+00:00,2025-07-04 10:59:40+00:00,10.0,24,True
JIRA-0526,Bug,Resolved,Medium,u005,Adyna,adyna@fasttrack.com,2025-11-29 13:36:45+00:00,2025-11-30 22:36:45+00:00,0.0,72,True
JIRA-0527,Story,Resolved,High,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-02-16 02:30:36+00:00,2025-02-17 00:30:36+00:00,0.0,24,True
JIRA-0528,Task,Done,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-05-11 18:46:53+00:00,2025-05-13 23:46:53+00:00,47.0,72,True
JIRA-0529,Bug,Done,Low,u004,Francinne,francinne@fasttrack.com,2025-03-15 23:07:32+00:00,2025-03-18 09:07:32+00:00,33.0,120,True
JIRA-0530,Bug,Resolved,Medium,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-04-09 13:22:00+00:00,2025-04-10 17:22:00+00:00,28.0,72,True
JIRA-0531,Bug,Done,Low,u004,Francinne,francinne@fasttrack.com,2025-07-12 06:45:17+00:00,2025-07-17 10:45:17+00:00,82.0,120,True
JIRA-0532,Bug,Resolved,Low,u004,Francinne,francinne@fasttrack.com,2025-11-18 17:42:55+00:00,2025-11-23 17:42:55+00:00,55.0,120,True
JIRA-0533,Story,Resolved,Low,u005,Adyna,adyna@fasttrack.com,2025-03-14 07:24:45+00:00,2025-03-19 14:24:45+00:00,79.0,120,True
JIRA-0534,Task,Resolved,Medium,u004,Francinne,francinne@fasttrack.com,2025-10-14 15:59:07+00:00,2025-10-17 13:59:07+00:00,70.0,72,True
JIRA-0536,Bug,Resolved,Low,u004,Francinne,francinne@fasttrack.com,2025-02-19 04:34:10+00:00,2025-02-25 20:34:10+00:00,112.0,120,True
JIRA-0537,Task,Resolved,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2026-01-20 06:09:18+00:00,2026-01-22 04:09:18+00:00,46.0,72,True
JIRA-0538,Task,Done,Medium,u004,Francinne,francinne@fasttrack.com,2025-04-12 10:27:11+00:00,2025-04-15 22:27:11+00:00,46.0,72,True
JIRA-0539,Bug,Resolved,Low,u004,Francinne,francinne@fasttrack.com,2025-02-05 16:26:17+00:00,2025-02-07 17:26:17+00:00,49.0,120,True
JIRA-0540,Bug,Resolved,High,u004,Francinne,francinne@fasttrack.com,2025-05-03 17:01:34+00:00,2025-05-04 11:01:34+00:00,0.0,24,True
JIRA-0541,Bug,Done,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-04-13 11:02:17+00:00,2025-04-17 10:02:17+00:00,82.0,72,False
JIRA-0543,Story,Resolved,Medium,u004,Francinne,francinne@fasttrack.com,2025-05-09 13:36:40+00:00,2025-05-10 07:36:40+00:00,11.0,72,True
JIRA-0544,Story,Resolved,Medium,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-07-01 20:45:27+00:00,2025-07-04 14:45:27+00:00,66.0,72,True
JIRA-0546,Story,Done,Low,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-12-12 16:38:52+00:00,2025-12-13 18:38:52+00:00,8.0,120,True
JIRA-0547,Bug,Resolved,Medium,u004,Francinne,francinne@fasttrack.com,2025-11-25 00:30:08+00:00,2025-11-26 04:30:08+00:00,28.0,72,True
JIRA-0548,Task,Done,High,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-03-21 13:22:51+00:00,2025-03-21 20:22:51+00:00,7.0,24,True
JIRA-0550,Story,Done,Low,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-05-08 11:21:15+00:00,2025-05-14 03:21:15+00:00,88.0,120,True
JIRA-0551,Story,Resolved,High,u005,Adyna,adyna@fasttrack.com,2025-04-28 13:49:05+00:00,2025-04-29 06:49:05+00:00,17.0,24,True
JIRA-0552,Bug,Resolved,Medium,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-03-09 07:58:55+00:00,2025-03-10 07:58:55+00:00,7.0,72,True
JIRA-0553,Bug,Resolved,Low,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-10-01 01:05:57+00:00,2025-10-06 14:05:57+00:00,85.0,120,True
JIRA-0554,Story,Done,High,u005,Adyna,adyna@fasttrack.com,2025-03-07 10:30:35+00:00,2025-03-07 21:30:35+00:00,11.0,24,True
JIRA-0555,Bug,Resolved,Low,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-08-10 07:18:31+00:00,2025-08-11 13:18:31+00:00,13.0,120,True
JIRA-0556,Story,Resolved,Low,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-05-27 12:37:33+00:00,2025-06-01 16:37:33+00:00,84.0,120,True
JIRA-0557,Bug,Resolved,High,u004,Francinne,francinne@fasttrack.com,2025-07-05 21:38:27+00:00,2025-07-06 16:38:27+00:00,0.0,24,True
JIRA-0558,Task,Done,High,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-02-25 03:45:34+00:00,2025-02-25 23:45:34+00:00,20.0,24,True
JIRA-0562,Story,Resolved,High,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-11-06 02:47:31+00:00,2025-11-06 22:47:31+00:00,20.0,24,True
JIRA-0563,Bug,Done,Low,u004,Francinne,francinne@fasttrack.com,2025-11-19 16:12:49+00:00,2025-11-25 04:12:49+00:00,60.0,120,True
JIRA-0564,Task,Done,Low,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-04-29 14:10:11+00:00,2025-05-03 13:10:11+00:00,58.0,120,True
JIRA-0565,Story,Done,High,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-06-07 19:52:32+00:00,2025-06-09 00:52:32+00:00,0.0,24,True
JIRA-0566,Story,Done,Medium,u004,Francinne,francinne@fasttrack.com,2025-02-21 08:28:28+00:00,2025-02-23 11:28:28+00:00,16.0,72,True
JIRA-0568,Bug,Resolved,Medium,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-02-12 17:48:28+00:00,2025-02-14 20:48:28+00:00,51.0,72,True
JIRA-0569,Task,Resolved,High,u004,Francinne,francinne@fasttrack.com,2025-01-09 19:35:26+00:00,2025-01-10 04:35:26+00:00,9.0,24,True
JIRA-0570,Bug,Done,Low,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-07-21 08:42:49+00:00,2025-07-24 02:42:49+00:00,66.0,120,True
JIRA-0571,Task,Resolved,Low,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-07-28 18:07:59+00:00,2025-07-31 00:07:59+00:00,54.0,120,True
JIRA-0572,Story,Done,Medium,u005,Adyna,adyna@fasttrack.com,2025-02-19 14:39:36+00:00,2025-02-21 11:39:36+00:00,45.0,72,True
JIRA-0573,Story,Done,High,u004,Francinne,francinne@fasttrack.com,2025-10-07 17:11:45+00:00,2025-10-07 22:11:45+00:00,5.0,24,True
JIRA-0574,Story,Done,High,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-07-18 03:42:30+00:00,2025-07-19 07:42:30+00:00,21.0,24,True
JIRA-0575,Bug,Resolved,Low,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-06-27 09:46:01+00:00,2025-07-03 19:46:01+00:00,106.0,120,True
JIRA-0576,Bug,Done,High,u004,Francinne,francinne@fasttrack.com,2026-01-02 10:19:45+00:00,2026-01-03 01:19:45+00:00,14.0,24,True
JIRA-0577,Bug,Resolved,High,u004,Francinne,francinne@fasttrack.com,2025-01-28 11:13:29+00:00,2025-01-29 08:13:29+00:00,21.0,24,True
JIRA-0578,Story,Done,Medium,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-09-06 12:01:23+00:00,2025-09-08 10:01:23+00:00,10.0,72,True
JIRA-0580,Task,Resolved,Low,u004,Francinne,francinne@fasttrack.com,2025-11-08 09:46:51+00:00,2025-11-10 02:46:51+00:00,2.0,120,True
JIRA-0581,Bug,Done,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-12-21 18:21:57+00:00,2025-12-22 07:21:57+00:00,7.0,72,True
JIRA-0582,Task,Done,Medium,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-08-25 01:16:48+00:00,2025-08-28 20:16:48+00:00,91.0,72,False
JIRA-0583,Bug,Done,Medium,u005,Adyna,adyna@fasttrack.com,2026-01-19 04:54:34+00:00,2026-01-20 17:54:34+00:00,37.0,72,True
JIRA-0585,Story,Done,Low,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-01-08 10:51:37+00:00,2025-01-12 23:51:37+00:00,62.0,120,True
JIRA-0586,Story,Resolved,Medium,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-08-27 20:24:49+00:00,2025-08-28 21:24:49+00:00,25.0,72,True
JIRA-0587,Bug,Done,High,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-02-16 12:31:30+00:00,2025-02-16 20:31:30+00:00,0.0,24,True
JIRA-0588,Task,Resolved,High,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-11-17 19:56:12+00:00,2025-11-18 21:56:12+00:00,26.0,24,False
JIRA-0590,Story,Resolved,Low,u004,Francinne,francinne@fasttrack.com,2025-02-28 02:56:28+00:00,2025-03-01 17:56:28+00:00,22.0,120,True
JIRA-0591,Story,Done,High,u004,Francinne,francinne@fasttrack.com,2025-07-22 17:13:25+00:00,2025-07-23 07:13:25+00:00,14.0,24,True
JIRA-0592,Bug,Done,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-12-18 16:01:05+00:00,2025-12-22 13:01:05+00:00,45.0,120,True
JIRA-0594,Story,Done,High,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-09-01 22:00:17+00:00,2025-09-02 15:00:17+00:00,17.0,24,True
JIRA-0595,Task,Resolved,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-06-11 06:37:11+00:00,2025-06-14 03:37:11+00:00,66.0,72,True
JIRA-0596,Story,Resolved,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-03-12 05:34:03+00:00,2025-03-13 13:34:03+00:00,32.0,72,True
JIRA-0597,Bug,Resolved,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-06-17 00:16:40+00:00,2025-06-21 11:16:40+00:00,72.0,120,True
JIRA-0598,Bug,Done,Low,u005,Adyna,adyna@fasttrack.com,2025-10-04 07:31:32+00:00,2025-10-09 12:31:32+00:00,84.0,120,True
JIRA-0599,Task,Done,Low,u004,Francinne,francinne@fasttrack.com,2025-05-16 01:07:46+00:00,2025-05-17 08:07:46+00:00,23.0,120,True
JIRA-0600,Bug,Resolved,Low,u004,Francinne,francinne@fasttrack.com,2025-07-14 01:35:26+00:00,2025-07-16 01:35:26+00:00,48.0,120,True
JIRA-0602,Story,Resolved,High,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-10-17 03:03:06+00:00,2025-10-18 04:03:06+00:00,21.0,24,True
JIRA-0603,Bug,Done,Low,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-02-28 05:51:44+00:00,2025-03-01 10:51:44+00:00,19.0,120,True
JIRA-0604,Bug,Done,Low,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-04-11 00:50:54+00:00,2025-04-12 23:50:54+00:00,24.0,120,True
